S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate
3,83,0.2177,383.9993,-6501.46,7221.32,0.5022
9,76,0.2174,383.5664,-5654.75,7213.18,0.5001
7,83,0.2174,383.6015,-6677.64,7213.84,0.4999
3,37,0.2174,383.4729,-6131.68,7211.42,0.5014
3,41,0.2173,383.3431,-6209.23,7208.98,0.5001
19,20,0.2171,382.9507,-4878.65,7201.6,0.5022
2,110,0.2171,382.9645,-6503.12,7201.86,0.5043
6,46,0.217,382.7858,-5069.8,7198.5,0.5035
12,32,0.2167,382.3274,-5721.73,7189.88,0.5031
3,47,0.2167,382.2413,-6391.04,7188.26,0.5031
16,26,0.2166,382.0679,-5994.45,7185.0,0.5033
12,28,0.2163,381.6627,-5128.75,7177.38,0.5028
11,72,0.216,381.0289,-5700.0,7165.46,0.4997
3,94,0.2157,380.4801,-7125.84,7155.14,0.5022
9,78,0.2157,380.5003,-6463.96,7155.52,0.4995
11,25,0.2156,380.4067,-5405.58,7153.76,0.5024
5,46,0.2156,380.2983,-5778.58,7151.72,0.5026
10,12,0.2155,380.1345,-6293.0,7148.64,0.4953
2,38,0.2153,379.8016,-6215.97,7142.38,0.4984
9,79,0.2152,379.6346,-6258.74,7139.24,0.4999
2,31,0.2152,379.7208,-6457.99,7140.86,0.4986
3,113,0.2152,379.6059,-6915.28,7138.7,0.5028
12,85,0.2151,379.4836,-6487.44,7136.4,0.5003
7,35,0.2148,378.9784,-5533.97,7126.9,0.5022
3,103,0.2148,378.9199,-7107.78,7125.8,0.5014
15,30,0.2145,378.3765,-5389.69,7115.58,0.5026
7,82,0.2142,377.9649,-7035.14,7107.84,0.5001
2,106,0.2141,377.783,-6873.56,7104.42,0.5041
14,78,0.2141,377.7682,-6043.2,7104.14,0.5018
13,82,0.2141,377.6671,-5663.6,7102.24,0.5007
7,37,0.214,377.5948,-4983.49,7100.88,0.5028
11,27,0.2139,377.414,-4717.24,7097.48,0.5014
10,91,0.2138,377.2715,-5913.2,7094.8,0.5005
8,34,0.2138,377.2417,-4793.37,7094.24,0.5024
7,81,0.2138,377.2364,-7084.34,7094.14,0.4999
4,101,0.2135,376.6355,-7508.14,7082.84,0.5018
2,63,0.2134,376.3941,-5893.24,7078.3,0.502
11,75,0.2133,376.326,-5543.0,7077.02,0.4997
4,80,0.2133,376.3675,-5504.18,7077.8,0.4995
4,102,0.2129,375.6496,-7204.68,7064.3,0.5014
17,21,0.2129,375.6209,-4756.09,7063.76,0.5022
8,98,0.2129,375.6752,-5829.7,7064.78,0.5003
2,35,0.2128,375.3529,-6930.63,7058.72,0.4967
8,84,0.2128,375.3444,-7960.92,7058.56,0.4995
8,71,0.2125,374.8488,-6144.0,7049.24,0.5001
3,93,0.2124,374.684,-7270.34,7046.14,0.5018
5,113,0.2123,374.4872,-7608.04,7042.44,0.5016
7,87,0.2123,374.4532,-8126.18,7041.8,0.498
17,27,0.2122,374.3894,-5716.89,7040.6,0.5031
4,91,0.2121,374.165,-7655.6,7036.38,0.5001
10,74,0.2121,374.2107,-6231.5,7037.24,0.5003
4,24,0.2118,373.6428,-6233.44,7026.56,0.4993
7,76,0.2118,373.7087,-6126.94,7027.8,0.5003
4,79,0.2117,373.396,-5453.06,7021.92,0.4993
3,82,0.2116,373.311,-6252.96,7020.32,0.5018
2,62,0.2109,372.0337,-5893.24,6996.3,0.5014
16,19,0.2108,371.871,-4698.47,6993.24,0.5022
13,26,0.2108,371.9539,-5379.25,6994.8,0.5028
2,107,0.2106,371.6147,-6873.56,6988.42,0.5041
84,115,0.2105,371.4381,-5756.74,6985.1,0.5077
81,119,0.2105,371.4381,-5756.74,6985.1,0.5077
11,90,0.2105,371.419,-6050.6,6984.74,0.5005
79,122,0.2105,371.4381,-5756.74,6985.1,0.5077
14,76,0.2104,371.2637,-5831.52,6981.82,0.5018
14,68,0.2104,371.1244,-5310.69,6979.2,0.5012
5,71,0.2104,371.1052,-5403.75,6978.84,0.4993
3,112,0.2102,370.9106,-6722.8,6975.18,0.5026
13,68,0.2101,370.6394,-5629.26,6970.08,0.5003
5,114,0.2101,370.5777,-7875.06,6968.92,0.502
16,28,0.2098,370.1077,-5938.69,6960.08,0.5033
3,51,0.2096,369.7652,-6316.85,6953.64,0.5031
17,23,0.2095,369.6854,-4808.61,6952.14,0.5018
10,100,0.2095,369.5982,-5425.0,6950.5,0.5007
6,20,0.2094,369.3813,-4897.25,6946.42,0.4986
3,109,0.2093,369.2941,-6871.1,6944.78,0.5024
8,94,0.2093,369.2558,-7070.42,6944.06,0.5003
84,116,0.2092,369.0718,-5756.74,6940.6,0.5077
5,86,0.2092,369.1133,-5801.6,6941.38,0.5003
15,29,0.2092,369.0175,-6257.19,6939.58,0.5024
82,119,0.2092,369.0718,-5756.74,6940.6,0.5077
87,112,0.2092,369.0718,-5756.74,6940.6,0.5077
79,123,0.2092,369.0718,-5756.74,6940.6,0.5077
81,120,0.2092,369.0718,-5756.74,6940.6,0.5077
13,67,0.2091,368.8463,-5424.48,6936.36,0.5005
90,107,0.209,368.7261,-5756.74,6934.1,0.5075
83,116,0.209,368.7261,-5756.74,6934.1,0.5075
87,111,0.209,368.7261,-5756.74,6934.1,0.5075
78,123,0.209,368.7261,-5756.74,6934.1,0.5075
80,120,0.209,368.7261,-5756.74,6934.1,0.5075
91,106,0.209,368.7261,-5756.74,6934.1,0.5075
86,112,0.209,368.7261,-5756.74,6934.1,0.5075
8,35,0.2089,368.4571,-5034.57,6929.04,0.5026
8,111,0.2086,368.0519,-6527.06,6921.42,0.5014
5,107,0.2086,368.0912,-8505.32,6922.16,0.5003
89,108,0.2085,367.8222,-5756.74,6917.1,0.5073
82,117,0.2085,367.8222,-5756.74,6917.1,0.5073
15,22,0.2085,367.7743,-4427.25,6916.2,0.5016
85,113,0.2085,367.8222,-5756.74,6917.1,0.5073
9,30,0.2083,367.4287,-5605.32,6909.7,0.5014
3,46,0.2083,367.5052,-6888.47,6911.14,0.5012
13,35,0.2083,367.5361,-5231.45,6911.72,0.5007
6,81,0.2082,367.2904,-6248.38,6907.1,0.5001
15,74,0.2082,367.2202,-5210.56,6905.78,0.5026
9,36,0.2081,367.0724,-5245.11,6903.0,0.5031
4,78,0.208,366.8714,-5746.25,6899.22,0.4991
5,83,0.2079,366.8575,-5808.02,6898.96,0.4995
14,23,0.2078,366.6555,-4540.0,6895.16,0.502
12,69,0.2076,366.2269,-5673.5,6887.1,0.5005
97,101,0.2074,365.8281,-5756.74,6879.6,0.5075
96,102,0.2074,365.8281,-5756.74,6879.6,0.5075
88,111,0.2074,365.8281,-5756.74,6879.6,0.5075
98,100,0.2074,365.8281,-5756.74,6879.6,0.5075
89,110,0.2074,365.8281,-5756.74,6879.6,0.5075
94,104,0.2074,365.8281,-5756.74,6879.6,0.5075
85,115,0.2074,365.8281,-5756.74,6879.6,0.5075
90,109,0.2074,365.8281,-5756.74,6879.6,0.5075
93,105,0.2074,365.8281,-5756.74,6879.6,0.5075
95,103,0.2074,365.8281,-5756.74,6879.6,0.5075
5,105,0.2073,365.6866,-8137.04,6876.94,0.5003
10,26,0.2073,365.7962,-5611.23,6879.0,0.5022
79,121,0.2073,365.7217,-5756.74,6877.6,0.5071
11,94,0.2068,364.7518,-5921.98,6859.36,0.5001
13,30,0.2067,364.638,-6030.73,6857.22,0.5024
15,64,0.2066,364.471,-5256.76,6854.08,0.5007
6,33,0.2065,364.2296,-6123.0,6849.54,0.5005
5,73,0.2064,364.0701,-5824.75,6846.54,0.4997
5,88,0.2064,364.2105,-7017.8,6849.18,0.4995
9,80,0.2061,363.516,-6317.36,6836.12,0.4995
11,92,0.2061,363.5287,-5943.98,6836.36,0.4999
8,80,0.2061,363.6638,-7400.58,6838.9,0.5005
91,108,0.206,363.382,-5756.74,6833.6,0.5073
12,87,0.2059,363.2724,-6346.3,6831.54,0.5007
5,106,0.2058,363.0129,-8505.32,6826.66,0.5001
8,118,0.2056,362.6386,-5658.74,6819.62,0.5024
5,104,0.2056,362.6822,-8137.04,6820.44,0.5001
13,69,0.2056,362.663,-5629.26,6820.08,0.5001
8,70,0.2055,362.6184,-6144.0,6819.24,0.4995
8,93,0.2054,362.2961,-6903.3,6813.18,0.4997
13,71,0.2052,362.0515,-5579.0,6808.58,0.5014
3,111,0.2052,362.0037,-6722.8,6807.68,0.5024
2,111,0.2051,361.8324,-6536.02,6804.46,0.5041
12,86,0.205,361.6229,-6380.82,6800.52,0.5003
5,67,0.205,361.7059,-6073.75,6802.08,0.4991
17,19,0.2045,360.753,-4930.1,6784.16,0.5012
2,109,0.2043,360.5137,-6715.82,6779.66,0.5039
2,113,0.2041,360.0723,-6225.62,6771.36,0.5041
5,84,0.2041,360.0245,-5808.02,6770.46,0.4995
2,104,0.204,359.8883,-7324.58,6767.9,0.5037
8,95,0.2039,359.7735,-6799.74,6765.74,0.5001
8,120,0.2039,359.6342,-5163.24,6763.12,0.5026
8,36,0.2039,359.7628,-4988.07,6765.54,0.5018
13,83,0.2036,359.1247,-6192.3,6753.54,0.5007
5,33,0.2032,358.5153,-6713.04,6742.08,0.5016
14,69,0.2031,358.2537,-5464.0,6737.16,0.5012
1,31,0.2031,358.3228,-5999.64,6738.46,0.4959
16,21,0.2029,357.9634,-4665.25,6731.7,0.5016
5,40,0.2029,358.0197,-5594.54,6732.76,0.5024
11,91,0.2024,357.0615,-6050.6,6714.74,0.5001
2,114,0.2024,357.0296,-6690.84,6714.14,0.5043
8,79,0.2023,356.8839,-6946.58,6711.4,0.5001
15,21,0.2021,356.5702,-5200.76,6705.5,0.5009
3,38,0.202,356.3777,-6514.47,6701.88,0.5001
7,97,0.202,356.384,-7669.48,6702.0,0.4999
7,85,0.202,356.3011,-7442.04,6700.44,0.4982
13,65,0.202,356.4149,-6041.5,6702.58,0.4999
9,108,0.2018,356.0512,-5942.78,6695.74,0.5007
18,19,0.2018,356.0756,-4335.65,6696.2,0.5018
15,67,0.2015,355.4843,-5229.5,6685.08,0.5018
8,119,0.2014,355.2737,-5387.24,6681.12,0.5024
7,80,0.2014,355.2503,-6787.3,6680.68,0.5001
2,41,0.201,354.6378,-7215.44,6669.16,0.4978
5,22,0.201,354.5463,-6056.5,6667.44,0.4976
1,28,0.2008,354.2836,-5775.75,6662.5,0.4961
3,26,0.2005,353.654,-6950.19,6650.66,0.4972
9,105,0.2004,353.5498,-5654.3,6648.7,0.4999
19,21,0.2004,353.5413,-5287.91,6648.54,0.5022
80,122,0.2003,353.4381,-6050.74,6646.6,0.5075
78,125,0.2003,353.4381,-6050.74,6646.6,0.5075
1,111,0.2002,353.2754,-7846.08,6643.54,0.5045
2,46,0.2001,353.102,-7176.43,6640.28,0.4988
3,110,0.2001,352.9851,-6722.8,6638.08,0.5024
12,68,0.2,352.8968,-5749.0,6636.42,0.4999
17,61,0.2,352.8149,-6238.0,6634.88,0.5007
12,67,0.2,352.851,-5575.75,6635.56,0.5003
8,33,0.2,352.7766,-5123.09,6634.16,0.5009
5,42,0.1999,352.6819,-6041.92,6632.38,0.502
15,28,0.1997,352.2374,-6163.43,6624.02,0.5024
1,110,0.1996,352.131,-7654.6,6622.02,0.5047
4,40,0.1996,352.2002,-7122.36,6623.32,0.5001
8,28,0.1995,351.9215,-5495.0,6618.08,0.5026
13,70,0.1994,351.8418,-5629.26,6616.58,0.5001
3,114,0.1994,351.8482,-6915.28,6616.7,0.5022
18,24,0.1992,351.4919,-5638.61,6610.0,0.5022
10,72,0.1992,351.46,-6109.32,6609.4,0.4997
7,79,0.199,351.0973,-6615.16,6602.58,0.4999
9,110,0.1989,350.8782,-6104.08,6598.46,0.5014
5,39,0.1987,350.5517,-5784.92,6592.32,0.5018
4,76,0.1986,350.4401,-6151.75,6590.22,0.4986
15,63,0.1986,350.3869,-5595.62,6589.22,0.5009
5,103,0.1983,349.8987,-8181.94,6580.04,0.4995
15,20,0.1982,349.6967,-4940.47,6576.24,0.5018
15,75,0.198,349.2744,-5349.04,6568.3,0.5024
16,27,0.1979,349.2117,-6151.99,6567.12,0.5014
12,36,0.1979,349.1787,-5754.75,6566.5,0.4997
14,74,0.1978,348.9299,-5800.02,6561.82,0.5014
2,27,0.1978,348.9171,-7201.5,6561.58,0.4982
8,117,0.1977,348.8544,-6006.72,6560.4,0.5022
16,25,0.1975,348.4704,-5677.77,6553.18,0.5024
8,32,0.1975,348.4768,-5123.82,6553.3,0.5016
10,104,0.1975,348.4555,-5778.44,6552.9,0.5007
14,30,0.1975,348.5077,-5837.23,6553.88,0.5014
8,110,0.1973,348.111,-7038.56,6546.42,0.5009
4,70,0.1972,347.8536,-6493.25,6541.58,0.4972
86,114,0.1971,347.7483,-6050.74,6539.6,0.5071
83,118,0.1971,347.7483,-6050.74,6539.6,0.5071
87,113,0.1971,347.7483,-6050.74,6539.6,0.5071
92,107,0.1971,347.7483,-6050.74,6539.6,0.5071
14,25,0.197,347.626,-5446.5,6537.3,0.5022
12,24,0.197,347.4867,-5338.04,6534.68,0.502
8,109,0.197,347.6324,-7048.56,6537.42,0.5009
1,75,0.1967,346.9985,-5294.44,6525.5,0.5016
8,69,0.1966,346.8762,-6004.24,6523.2,0.4995
7,33,0.1965,346.7146,-4993.19,6520.16,0.5016
4,90,0.1964,346.487,-7797.6,6515.88,0.4995
3,115,0.1964,346.5072,-6709.72,6516.26,0.5026
5,69,0.1963,346.3381,-5430.25,6513.08,0.4988
2,108,0.1962,346.2094,-6715.82,6510.66,0.5037
4,50,0.1962,346.1509,-6332.79,6509.56,0.5018
7,44,0.1961,346.0265,-5322.08,6507.22,0.5012
11,70,0.1961,345.8925,-6029.25,6504.7,0.4993
3,85,0.1961,345.9542,-6536.42,6505.86,0.502
9,109,0.1959,345.5862,-6104.08,6498.94,0.5012
7,38,0.1958,345.4235,-4637.49,6495.88,0.5022
4,34,0.1958,345.3979,-6988.45,6495.4,0.5005
2,61,0.1957,345.3394,-5893.24,6494.3,0.5012
10,71,0.1957,345.3065,-5696.75,6493.68,0.5001
18,25,0.1955,344.9778,-5846.49,6487.5,0.502
11,73,0.1955,344.9225,-5859.5,6486.46,0.4993
9,31,0.1954,344.6854,-5389.32,6482.0,0.5014
8,116,0.1953,344.5663,-6362.36,6479.76,0.502
14,67,0.1952,344.4035,-5646.64,6476.7,0.4997
7,86,0.1951,344.1696,-7993.18,6472.3,0.498
2,42,0.1948,343.6123,-7528.13,6461.82,0.4976
9,97,0.1948,343.5857,-5755.02,6461.32,0.5003
4,71,0.1948,343.7059,-6774.75,6463.58,0.4972
17,20,0.1947,343.4996,-4335.65,6459.7,0.5014
7,45,0.1947,343.5272,-5618.25,6460.22,0.5012
3,24,0.1947,343.5697,-7643.08,6461.02,0.4974
7,71,0.1947,343.5187,-5642.38,6460.06,0.4997
9,35,0.1946,343.3687,-5173.37,6457.24,0.5026
18,72,0.1945,343.0752,-5384.62,6451.72,0.5033
15,27,0.1945,343.1677,-6031.99,6453.46,0.5018
11,93,0.1944,343.0029,-5921.98,6450.36,0.4995
77,125,0.1942,342.67,-6297.74,6444.1,0.5073
2,115,0.1941,342.4073,-6764.32,6439.16,0.5045
5,97,0.1939,342.0649,-8376.76,6432.72,0.4993
15,23,0.1938,341.9245,-4871.0,6430.08,0.5022
5,47,0.1938,341.8777,-5868.6,6429.2,0.5024
7,75,0.1938,341.9234,-5942.68,6430.06,0.4997
9,15,0.1936,341.5012,-6074.02,6422.12,0.4959
3,39,0.1936,341.615,-6571.69,6424.26,0.4995
4,49,0.1935,341.4268,-6136.63,6420.72,0.5022
18,22,0.1934,341.2141,-5332.53,6416.72,0.502
7,96,0.1932,340.9237,-7548.22,6411.26,0.4993
12,88,0.1932,340.8588,-6346.3,6410.04,0.4999
11,29,0.193,340.5217,-5055.5,6403.7,0.5018
7,73,0.193,340.4973,-5984.0,6403.24,0.4997
11,34,0.193,340.5621,-5551.65,6404.46,0.5026
1,112,0.193,340.4069,-7846.08,6401.54,0.5045
14,62,0.1929,340.3686,-5620.5,6400.82,0.5014
5,116,0.1929,340.3686,-7875.06,6400.82,0.5022
4,48,0.1928,340.2037,-6547.08,6397.72,0.5026
8,13,0.1926,339.7911,-6909.43,6389.96,0.4955
8,72,0.1923,339.2019,-6114.86,6378.88,0.4997
89,112,0.1923,339.2934,-6050.74,6380.6,0.5071
94,106,0.1923,339.2934,-6050.74,6380.6,0.5071
9,106,0.1923,339.2412,-6049.4,6379.62,0.5003
96,104,0.1923,339.2934,-6050.74,6380.6,0.5071
95,105,0.1923,339.2934,-6050.74,6380.6,0.5071
6,51,0.1922,339.1072,-6496.95,6377.1,0.5005
2,121,0.1919,338.4819,-6324.14,6365.34,0.5035
17,24,0.1919,338.4744,-5589.25,6365.2,0.5024
10,30,0.1917,338.182,-4730.25,6359.7,0.502
2,28,0.1915,337.8427,-7592.28,6353.32,0.4978
13,72,0.1914,337.7236,-5482.0,6351.08,0.5012
7,52,0.1914,337.7459,-6538.05,6351.5,0.5003
6,34,0.1913,337.4832,-5777.56,6346.56,0.5001
15,69,0.1912,337.3248,-5038.5,6343.58,0.5022
14,66,0.191,337.0132,-5595.62,6337.72,0.5001
5,74,0.191,337.0249,-5915.75,6337.94,0.4995
5,98,0.1909,336.8536,-8376.76,6334.72,0.4991
6,96,0.1908,336.558,-8023.82,6329.16,0.4988
17,60,0.1908,336.5963,-5559.5,6329.88,0.5009
13,84,0.1906,336.2591,-6192.3,6323.54,0.5001
9,11,0.1906,336.2134,-5859.0,6322.68,0.495
9,100,0.1905,336.0199,-5483.8,6319.04,0.5007
87,114,0.1903,335.6774,-6050.74,6312.6,0.5069
98,101,0.1903,335.6774,-6050.74,6312.6,0.5069
99,100,0.1903,335.6774,-6050.74,6312.6,0.5069
85,117,0.1903,335.6774,-6050.74,6312.6,0.5069
97,102,0.1903,335.6774,-6050.74,6312.6,0.5069
2,43,0.1903,335.7997,-8425.2,6314.9,0.4974
95,104,0.1903,335.6774,-6050.74,6312.6,0.5069
94,105,0.1903,335.6774,-6050.74,6312.6,0.5069
93,107,0.1903,335.6774,-6050.74,6312.6,0.5069
96,103,0.1903,335.6774,-6050.74,6312.6,0.5069
92,108,0.1903,335.6774,-6050.74,6312.6,0.5069
91,109,0.1903,335.6774,-6050.74,6312.6,0.5069
90,110,0.1903,335.6774,-6050.74,6312.6,0.5069
88,113,0.1903,335.6774,-6050.74,6312.6,0.5069
3,45,0.1902,335.6381,-7637.75,6311.86,0.5007
5,43,0.19,335.2126,-6987.44,6303.86,0.5014
16,62,0.19,335.2137,-5177.46,6303.88,0.5001
2,103,0.1898,334.8691,-7532.08,6297.4,0.5026
4,21,0.1898,334.8138,-5914.24,6296.36,0.4976
9,103,0.1898,334.7926,-5807.04,6295.96,0.4997
8,43,0.1898,334.7745,-6623.75,6295.62,0.5031
5,89,0.1896,334.5129,-7396.28,6290.7,0.4995
9,77,0.1896,334.5767,-6128.08,6291.9,0.4995
5,117,0.1896,334.4661,-7875.06,6289.82,0.5024
3,25,0.1896,334.4661,-7602.78,6289.82,0.4976
14,79,0.1895,334.297,-6043.2,6286.64,0.5012
3,43,0.1894,334.2321,-8438.19,6285.42,0.5003
6,97,0.1893,333.8981,-7875.84,6279.14,0.4988
8,37,0.1893,333.9705,-5346.37,6280.5,0.5022
10,35,0.1891,333.6004,-5714.57,6273.54,0.5033
8,121,0.189,333.4547,-5386.06,6270.8,0.502
3,108,0.1889,333.192,-7493.52,6265.86,0.502
3,104,0.1889,333.2739,-7689.98,6267.4,0.5012
2,116,0.1888,333.0484,-6664.32,6263.16,0.5041
101,111,0.1888,333.0484,-5751.18,6263.16,0.5071
100,112,0.1888,333.0484,-5751.18,6263.16,0.5071
99,113,0.1888,333.0484,-5751.18,6263.16,0.5071
14,75,0.1885,332.6049,-5749.02,6254.82,0.5012
12,117,0.1885,332.6219,-5606.4,6255.14,0.5022
16,65,0.1882,332.1136,-5669.5,6245.58,0.5016
14,33,0.1881,331.92,-5233.13,6241.94,0.5001
77,126,0.1881,331.8487,-6456.74,6240.6,0.5073
10,101,0.188,331.7264,-5746.04,6238.3,0.5007
76,126,0.1879,331.4233,-6418.74,6232.6,0.5069
20,21,0.1879,331.5212,-5719.67,6234.44,0.5028
7,51,0.1878,331.2851,-6896.05,6230.0,0.5001
6,80,0.1878,331.3702,-6248.38,6231.6,0.4993
17,26,0.1878,331.4063,-5966.99,6232.28,0.5014
12,73,0.1877,331.1479,-5781.0,6227.42,0.5007
6,42,0.1876,330.9735,-6076.16,6224.14,0.502
6,31,0.1875,330.7799,-6159.62,6220.5,0.5007
14,65,0.1874,330.5523,-5542.12,6216.22,0.5003
7,49,0.1874,330.7001,-6468.3,6219.0,0.5022
3,117,0.1873,330.4353,-6830.96,6214.02,0.5031
17,66,0.1872,330.2343,-5288.27,6210.24,0.5018
5,78,0.1871,330.1461,-5682.25,6208.58,0.498
13,66,0.187,329.8483,-5618.0,6202.98,0.4999
7,15,0.187,329.8749,-6979.0,6203.48,0.4942
9,111,0.187,329.927,-6104.08,6204.46,0.5012
5,82,0.1868,329.6079,-5808.02,6198.46,0.4988
7,78,0.1867,329.375,-6615.16,6194.08,0.4999
14,80,0.1866,329.1921,-5541.7,6190.64,0.5007
10,105,0.1866,329.2453,-5722.7,6191.64,0.5005
9,75,0.1865,329.057,-6256.75,6188.1,0.4995
16,68,0.1865,328.9411,-5169.5,6185.92,0.5024
5,85,0.1863,328.6773,-5605.52,6180.96,0.4999
3,80,0.1862,328.4827,-6323.48,6177.3,0.5009
18,70,0.1859,328.036,-4991.44,6168.9,0.5026
7,95,0.1857,327.5309,-7667.58,6159.4,0.4986
10,103,0.1856,327.4511,-5768.44,6157.9,0.5003
8,68,0.1856,327.4671,-5887.24,6158.2,0.4984
11,100,0.1854,327.1459,-5802.68,6152.16,0.5007
10,75,0.1853,326.8789,-6786.0,6147.14,0.4991
8,112,0.1852,326.7024,-6482.16,6143.82,0.5012
16,63,0.1852,326.7853,-6144.0,6145.38,0.5007
8,44,0.185,326.3748,-6445.21,6137.66,0.5024
3,116,0.1849,326.1674,-6709.72,6133.76,0.5026
6,108,0.1849,326.2121,-7815.38,6134.6,0.5007
6,68,0.1847,325.7803,-5583.26,6126.48,0.4999
17,63,0.1846,325.7303,-5640.5,6125.54,0.5018
11,28,0.1845,325.5464,-5453.25,6122.08,0.5014
5,41,0.1844,325.2613,-6517.08,6116.72,0.5022
8,81,0.1843,325.1911,-7157.58,6115.4,0.4991
11,26,0.1843,325.2071,-5280.25,6115.7,0.5012
9,28,0.1842,324.9359,-5431.75,6110.6,0.5001
8,108,0.1842,324.9051,-7106.46,6110.02,0.5003
17,73,0.1838,324.284,-5521.0,6098.34,0.5031
8,113,0.1838,324.1829,-6815.54,6096.44,0.5012
20,22,0.1837,324.1595,-5638.61,6096.0,0.5016
7,43,0.1837,324.1446,-5322.08,6095.72,0.5016
19,23,0.1837,324.1595,-5638.61,6096.0,0.5016
2,44,0.1836,323.8586,-8555.61,6090.34,0.498
14,73,0.1836,323.9511,-5180.26,6092.08,0.5007
85,121,0.1835,323.6565,-6012.8,6086.54,0.5071
88,117,0.1835,323.6565,-6012.8,6086.54,0.5071
93,111,0.1835,323.6565,-6012.8,6086.54,0.5071
83,124,0.1835,323.6565,-6012.8,6086.54,0.5071
89,116,0.1835,323.6565,-6012.8,6086.54,0.5071
7,41,0.1835,323.6905,-5305.19,6087.18,0.5024
95,109,0.1835,323.6565,-6012.8,6086.54,0.5071
94,110,0.1835,323.6565,-6012.8,6086.54,0.5071
2,122,0.1834,323.615,-6520.22,6085.76,0.5031
9,101,0.1833,323.364,-5764.3,6081.04,0.5001
11,102,0.1831,323.0056,-5967.04,6074.3,0.5007
6,107,0.1831,323.0801,-7860.28,6075.7,0.5003
19,25,0.183,322.878,-6353.39,6071.9,0.502
5,118,0.1828,322.5813,-7875.06,6066.32,0.5024
12,38,0.1825,321.9549,-5768.63,6054.54,0.5003
9,107,0.1824,321.8591,-5942.78,6052.74,0.5005
77,124,0.1824,321.8251,-6297.74,6052.1,0.5064
81,126,0.1821,321.3168,-6012.8,6042.54,0.5071
91,125,0.1821,321.3497,-5751.18,6043.16,0.5066
83,123,0.1821,321.3168,-6012.8,6042.54,0.5071
19,70,0.1821,321.2104,-5454.3,6040.54,0.5022
93,123,0.1819,320.8711,-5637.18,6034.16,0.5066
92,124,0.1819,320.8711,-5637.18,6034.16,0.5066
97,118,0.1819,320.8711,-5637.18,6034.16,0.5066
18,23,0.1818,320.6999,-5872.17,6030.94,0.5022
1,116,0.1816,320.4043,-7974.74,6025.38,0.5045
8,29,0.1816,320.3468,-5587.5,6024.3,0.5005
8,99,0.1814,320.0129,-5950.96,6018.02,0.4999
9,104,0.1814,320.1012,-5903.32,6019.68,0.4993
8,78,0.1811,319.4375,-7353.28,6007.2,0.4995
7,14,0.1811,319.5694,-7419.71,6009.68,0.4948
10,29,0.1811,319.4439,-5017.4,6007.32,0.5009
12,25,0.181,319.3546,-5116.06,6005.64,0.5005
78,126,0.181,319.4056,-6050.74,6006.6,0.5069
5,38,0.181,319.3322,-5539.55,6005.22,0.5005
82,120,0.181,319.4056,-6050.74,6006.6,0.5069
84,117,0.181,319.4056,-6050.74,6006.6,0.5069
79,124,0.181,319.4056,-6050.74,6006.6,0.5069
81,121,0.181,319.4056,-6050.74,6006.6,0.5069
80,123,0.181,319.4056,-6050.74,6006.6,0.5069
15,31,0.181,319.345,-5450.11,6005.46,0.5007
14,71,0.1808,318.9791,-5218.0,5998.58,0.502
84,123,0.1807,318.7377,-6012.8,5994.04,0.5069
7,117,0.1807,318.7526,-7118.16,5994.32,0.502
86,120,0.1807,318.7377,-6012.8,5994.04,0.5069
5,34,0.1807,318.8462,-6466.54,5996.08,0.5003
82,126,0.1807,318.7377,-6012.8,5994.04,0.5069
90,115,0.1807,318.7377,-6012.8,5994.04,0.5069
87,119,0.1807,318.7377,-6012.8,5994.04,0.5069
5,115,0.1806,318.6144,-7875.06,5991.72,0.5016
2,90,0.1805,318.4027,-7804.9,5987.74,0.5012
8,115,0.1805,318.4304,-6362.36,5988.26,0.5014
4,35,0.1805,318.4048,-7244.57,5987.78,0.4997
11,66,0.1805,318.4995,-6009.25,5989.56,0.4999
96,116,0.1804,318.2123,-5751.18,5984.16,0.5071
92,121,0.1804,318.2123,-5751.18,5984.16,0.5071
97,115,0.1804,318.2123,-5751.18,5984.16,0.5071
6,52,0.1804,318.2368,-6864.93,5984.62,0.5003
95,101,0.1803,318.156,-5756.74,5983.1,0.5071
83,115,0.1803,318.156,-5756.74,5983.1,0.5071
84,114,0.1803,318.156,-5756.74,5983.1,0.5071
93,103,0.1803,318.156,-5756.74,5983.1,0.5071
88,109,0.1803,318.156,-5756.74,5983.1,0.5071
94,102,0.1803,318.156,-5756.74,5983.1,0.5071
87,110,0.1803,318.156,-5756.74,5983.1,0.5071
90,106,0.1803,318.156,-5756.74,5983.1,0.5071
91,105,0.1803,318.156,-5756.74,5983.1,0.5071
97,99,0.1803,318.156,-5756.74,5983.1,0.5071
81,118,0.1803,318.156,-5756.74,5983.1,0.5071
92,104,0.1803,318.156,-5756.74,5983.1,0.5071
96,100,0.1803,318.156,-5756.74,5983.1,0.5071
86,111,0.1803,318.156,-5756.74,5983.1,0.5071
6,50,0.1802,317.972,-6525.41,5979.64,0.5016
84,124,0.1801,317.7274,-6012.8,5975.04,0.5069
92,113,0.1801,317.7274,-6012.8,5975.04,0.5069
94,111,0.1801,317.7274,-6012.8,5975.04,0.5069
86,121,0.1801,317.7274,-6012.8,5975.04,0.5069
100,104,0.1801,317.7274,-6012.8,5975.04,0.5069
85,122,0.1801,317.7274,-6012.8,5975.04,0.5069
90,116,0.1801,317.7274,-6012.8,5975.04,0.5069
